Environment,Physical Server,Servername,Logical Environment,Logical Environment Abbiv.,Purpose,IP Address / Ports for Database,DNS Name,Virtual IP Address,,KHBE Environment Instance Name,"Data 
Contained",Internet Connectivity
Testing,TEST-FORMS-2,HFSNE121-037027,System Staging 2,STS2,HP Exstream,172.26.25.252,sts2.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-FORMS-2,HFSNE121-037027,System 2,SYS2,HP Exstream,172.26.25.253,sys2.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-FORMS-2,HFSNE121-037027,System Staging 3,STS3,HP Exstream,172.26.25.83,sts3.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-FORMS-2,HFSNE121-037027,System 3,SYS3,HP Exstream,172.26.25.84,sys3.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-REPORTING-WI-2,TBD,,,,,,,,,,No
Testing,TEST-WEB-REPORTING-1,HFSIL121-03720,,,,,,,,,,No
Testing,TEST-WEB-REPORTING-2,TBD,,,,,,,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration Staging 1,STI1,Corticon,172.26.25.191,sti1.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration 1,INT1,Corticon,172.26.25.192,int1.kyrules.chfsinet.ky.gov,,,Int1,,No
Testing,TEST-RULES-1,HFSNE121-037028,System Staging 1,STS1,Corticon,172.26.25.193,sts1.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,System 1,SYS1,Corticon,172.26.25.194,sys1.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration Staging 3,STI3,Corticon,172.26.25.96,sys3.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration 3,INT3,Corticon,172.26.25.98,int3.kyrules.chfsinet.ky.gov,,,Int3,,No
Testing,TEST-RULES-1,HFSNE121-037028,Security and Accessability Testing,SECU,Corticon,172.26.25.99,secu.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration Staging 1,STI1,,172.26.25.90,sti1.kyservices.chfsinet.ky.gov,172.26.25.78,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration 1,INT1,,172.26.25.100,int1.kyservices.chfsinet.ky.gov,172.26.25.79,,Int1,,No
Testing,TEST-RULES-1,HFSNE121-037028,System Staging 1,STS1,,172.26.25.101,sts1.kyservices.chfsinet.ky.gov,172.26.25.80,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,System 1,SYS1,,172.26.25.112,sys1.kyservices.chfsinet.ky.gov,172.26.25.81,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration Staging 2,STI2,,172.26.25.163,sti2.kyservices.chfsinet.ky.gov,172.26.25.114,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration 2,INT2,,172.26.25.167,int2.kyservices.chfsinet.ky.gov,172.26.25.115,,Int2,,No
Testing,TEST-RULES-1,HFSNE121-037028,System Staging 2,STS2,,172.26.25.168,sts2.kyservices.chfsinet.ky.gov,172.26.25.116,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,System 2,SYS2,,172.26.25.169,sys2.kyservices.chfsinet.ky.gov,172.26.25.148,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,System Staging 3,STS3,,172.26.25.170,sts3.kyservices.chfsinet.ky.gov,172.26.25.149,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,System 3,SYS3,,172.26.25.171,sys3.kyservices.chfsinet.ky.gov,172.26.25.162,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration Staging 3,STI3,,172.26.25.102,sti3.kyservices.chfsinet.ky.gov,172.26.25.82,,,,No
Testing,TEST-RULES-1,HFSNE121-037028,Integration 3,INT3,,172.26.25.103,int3.kyservices.chfsinet.ky.gov,172.26.25.88,,Int3,,No
Testing,TEST-RULES-1,HFSNE121-037028,Security and Accessability Testing,SECU,,172.26.25.104,secu.kyservices.chfsinet.ky.gov,172.26.25.89,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,Integration Staging 2,STI2,Corticon,172.26.25.91,sti2.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,Integration 2,INT2,Corticon,172.26.25.92,int2.kyrules.chfsinet.ky.gov,,,Int2,,No
Testing,TEST-RULES-2,HFSNE121-037029,System Staging 2,STS2,Corticon,172.26.25.93,sts2.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,System 2,SYS2,Corticon,172.26.25.94,sys2.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,System Staging 3,STS3,Corticon,172.26.25.95,sts3.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,System 3,SYS3,Corticon,172.26.25.96,sys3.kyrules.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,Integration Staging 1,,,172.26.25.105,sti1.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,Integration 1,,,172.26.25.106,int1.kyservices.chfsinet.ky.gov,,,Int1,,No
Testing,TEST-RULES-2,HFSNE121-037029,System Staging 1,,,172.26.25.107,sts1.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,System 1,,,172.26.25.113,sys1.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,Integration Staging 2,,,172.26.25.172,sti2.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,Integration 2,,,172.26.25.173,int2.kyservices.chfsinet.ky.gov,,,Int2,,No
Testing,TEST-RULES-2,HFSNE121-037029,System Staging 2,,,172.26.25.174,sts2.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,System 2,,,172.26.25.175,sys2.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,System Staging 3,,,172.26.25.176,sts3.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,System 3,,,172.26.25.195,sys3.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,Integration Staging 3,,,172.26.25.108,sti3.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-RULES-2,HFSNE121-037029,Integration 3,,,172.26.25.109,int3.kyservices.chfsinet.ky.gov,,,Int3,,No
Testing,TEST-RULES-2,HFSNE121-037029,Security and Accessability Testing,,,172.26.25.110,secu.kyservices.chfsinet.ky.gov,,,,,No
Testing,TEST-DB-1,HFSNE121-037030,Integration Staging 1,STI1,Database,1961,HFSNE121-037030\STI1,,,,,No
Testing,TEST-DB-1,HFSNE121-037030,Integration 1,INT1,Database,1962,HFSNE121-037030\INT1,,,Int1,,No
Testing,TEST-DB-1,HFSNE121-037030,System Staging 1,STS1,Database,1963,HFSNE121-037030\STS1,,,,,No
Testing,TEST-DB-1,HFSNE121-037030,System 1,SYS1,Database,1964,HFSNE121-037030\SYS1,,,,,No
Testing,TEST-DB-2,HFSNE121-037031,Integration Staging 2,STI2,Database,1961,HFSNE121-037031\STI2,,,,,No
Testing,TEST-DB-2,HFSNE121-037031,Integration 2,INT2,Database,1962,HFSNE121-037031\INT2,,,Int2,,No
Testing,TEST-DB-2,HFSNE121-037031,System Staging 2,STS2,Database,1963,HFSNE121-037031\STS2,,,,,No
Testing,TEST-DB-2,HFSNE121-037031,System 2,SYS2,Database,1964,HFSNE121-037031\SYS2,,,,,No
Testing,TEST-DB-3,HFSNE121-037032,Integration Staging 3,STI3,Database,1961,HFSNE121-037032\STI3,,,,,No
Testing,TEST-DB-3,HFSNE121-037032,Integration 3,INT3,Database,1962,HFSNE121-037032\INT3,,,Int3,,No
Testing,TEST-DB-3,HFSNE121-037032,System Staging 3,STS3,Database,1963,HFSNE121-037032\STS3,,,,,No
Testing,TEST-DB-3,HFSNE121-037032,System 3,SYS3,Database,1964,HFSNE121-037032\SYS3,,,,,No
Testing,TEST-DB-3,HFSNE121-037032,Security and Accessability Testing,SECU,Database,1965,HFSNE121-037032\SECU,,,,,No
Testing,TEST-REPORTING-DB,HFSMO121-03760,,,,,,,,,,
Testing,TEST-MCI-WRAPPER-1,HFSNE121-037205,,,MCI,172.26.25.59,test.kymci.chfsinet.ky.gov,,,,,
Testing,TEST-MCI-WRAPPER-1,HFSNE121-037205,,,MCI,172.26.25.155,test.kyprovmci.chfsinet.ky.gov,,,,,No
Testing,SYS-PMB-DB-1,HFSNE121-037241,System 1,SYS1,Database,,HFSNE121-037241\SYS1,,,,,
Testing,SYS-PMB-DB-1,HFSNE121-037241,System 2,SYS2,Database,,HFSNE121-037241\SYS2,,,,,
Testing,SYS-PMB-DB-1,HFSNE121-037241,System 3,SYS3,Database,,HFSNE121-037241\SYS3,,,,,
Testing,SYS-PMB-DB-1,HFSNE121-037241,System 4,SYS4,Database,,HFSNE121-037241\SYS4,,,,,No
Testing,SIT-CONV-APP,HFSNE121-037242,System,SYS,PMB,172.26.25.210,sys.conv.kyplans.chfsinet.ky.gov,,,,,
Testing,SIT-CONV-APP,HFSNE121-037242,System,SYS,PMB,172.26.25.215,sys.conv.kyshop.chfsinet.ky.gov,,,,,
Testing,SIT-CONV-APP,HFSNE121-037242,System,SYS,PMB,172.26.25.216,sys.conv.kyshopping.chfsinet.ky.gov,,,,,
Testing,SIT-CONV-APP,HFSNE121-037242,System,SYS,PMB,172.26.25.217,sys.conv.kyshopwp.chfsinet.ky.gov,,,,,
Testing,SIT-CONV-APP,HFSNE121-037242,System,SYS,,172.26.25.226,sys.conv.kynect.chfsinet.ky.gov,,,,,
Testing,SIT-CONV-APP,HFSNE121-037242,System,SYS,,172.26.25.231,sys.conv.kyserve.chfsinet.ky.gov,,,,,
Testing,SIT-CONV-APP,HFSNE121-037242,System,SYS,,172.26.25.202,sys.conv.kyissuer.chfsinet.ky.gov,,,,,No
Testing,TEST-AF-HOST-1,HFSNE121-037243,,,,,,,,,,No
Testing,TEST-AF-HOST-2,HFSNE121-037244,,,,,,,,,,No
Testing,TEST-BATCH-1,HFSNE121-037245,,,,,,,,,,No
Testing,TEST-BATCH-2,HFSNE121-037246,,,,,,,,,,No
Testing,TEST-CONV-DB-1,HFSNE121-037247,,,Database,,HFSNE121-037247\CONV1,,,,,
Testing,TEST-CONV-DB-1,HFSNE121-037247,,,Database,,HFSNE121-037247\CONV2,,,,,
Testing,TEST-WF-2,HFSNE121-037308,System 2,SYS2,Workflow,172.26.37.13,sys2.workflow.chfsinet.ky.gov,,,,,
Testing,TEST-WF-3,HFSNE121-037359,System Staging 2,STS2,Workflow,172.26.37.39,sts2.workflow.chfsinet.ky.gov,,,,,
Testing,TEST-WF-DB-1,HFSNE121-037249,,,Database,,,,,,,
Testing,TEST-WF-DB-1,HFSNE121-037249,,,Database,,,,,,,
Testing,TEST-WF-DB-1,HFSNE121-037249,,,Database,,,,,,,
Testing,TEST-WF-DB-1,HFSNE121-037249,,,Database,,,,,,,
Testing,SDH-TEST-1,HFSNE121-037036,,,,172.26.37.14,,,,,,
Testing,SDH-TEST-2,HFSNE121-037037,,,,172.26.37.15,,,,,,
Testing,SDH-TEST-DB-1,HFSNE121-037309,,,,172.26.37.16,,,,,,
Testing,SDH-TEST-MSG-1,HFSNE121-037038,,,,172.26.37.17,,,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 1,TRN1,,172.26.129.107,trn1.kyenroll.chfsinet.ky.gov,205.204.197.62,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 2,TRN2,,172.26.129.108,trn2.kyenroll.chfsinet.ky.gov,205.204.197.63,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 3,TRN3,,172.26.129.109,trn3.kyenroll.chfsinet.ky.gov,205.204.197.55,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 4,TRN4,,172.26.129.110,trn4.kyenroll.chfsinet.ky.gov,205.204.197.56,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,WCM Training 3,TRN3,,172.26.128.162,trn3.kywaiver.chfsinet.ky.gov,205.204.197.59,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,WCM Training 4,TRN4,,172.26.128.163,trn4.kywaiver.chfsinet.ky.gov,205.204.197.60,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 2,TRN2,,172.26.126.118,trn2.kyshop.ky.gov,205.204.197.95,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 2,TRN2,,172.26.126.119,trn2.kyshopping.ky.gov,205.204.197.96,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 2,TRN2,,172.26.126.120,trn2.kyplans.ky.gov,205.204.197.97,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 2,TRN2,,172.26.126.198,trn2.kyissuer.ky.gov,205.204.197.93,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 2,TRN2,,172.26.126.199,trn2.kywaiver.ky.gov,205.204.197.94,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 1,TRN1,,172.26.126.224,trn1.kyshop.ky.gov,205.204.197.98,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 1,TRN1,,172.26.126.225,trn1.kyshopping.ky.gov,205.204.197.99,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 1,TRN1,,172.26.126.226,trn1.kyplans.ky.gov,205.204.197.100,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 1,TRN1,,172.26.126.227,trn1.kywaiver.ky.gov,205.204.197.101,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 1,TRN1,,172.26.126.236,trn1.kyissuer.ky.gov,205.204.197.102,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 3,TRN3,,172.26.126.239,trn3.kyshop.ky.gov,205.204.197.103,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 3,TRN3,,172.26.126.240,trn3.kyshopping.ky.gov,205.204.197.104,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 3,TRN3,,172.26.126.241,trn3.kyplans.ky.gov,205.204.197.105,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 3,TRN3,,172.26.126.242,trn3.kyissuer.ky.gov,205.204.197.106,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 4,TRN4,,172.26.126.243,trn4.kyshop.ky.gov,205.204.197.107,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 4,TRN4,,172.26.126.244,trn4.kyshopping.ky.gov,205.204.197.108,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 4,TRN4,,172.26.126.245,trn4.kyplans.ky.gov,205.204.197.109,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 4,TRN4,,172.26.126.246,trn4.kyissuer.ky.gov,205.204.197.110,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 5,TRN5,,172.26.127.101,trn5.kyenroll.ky.gov,205.204.197.124,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 5,TRN5,,172.26.127.102,trn5.kyshop.ky.gov,205.204.197.125,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 5,TRN5,,172.26.127.103,trn5.kyshopping.ky.gov,205.204.197.126,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 5,TRN5,,172.26.127.104,trn5.kyplans.ky.gov,205.204.197.127,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 5,TRN5,,172.26.127.105,trn5.kywaiver.ky.gov,205.204.197.128,,,,Yes
Training,TRN-WEB-1,HFSNE121-037040,Training 5,TRN5,,172.26.127.106,trn5.kyissuer.ky.gov,205.204.197.129,,,,
Training,TRN-WEB-1,HFSNE121-037040,Training 1,TRN1,,172.26.127.161,trn1.kyagent.ky.gov,205.204.197.142,,,,
Training,TRN-WEB-1,HFSNE121-037040,Training 2,TRN2,,172.26.127.162,trn2.kyagent.ky.gov,205.204.197.143,,,,
Training,TRN-WEB-1,HFSNE121-037040,Training 3,TRN3,,172.26.127.163,trn3.kyagent.ky.gov,205.204.197.144,,,,
Training,TRN-WEB-1,HFSNE121-037040,Training 4,TRN4,,172.26.127.164,trn4.kyagent.ky.gov,205.204.197.145,,,,
Training,TRN-WEB-1,HFSNE121-037040,Training 5,TRN5,,172.26.127.165,trn5.kyagent.ky.gov,205.204.197.146,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 1,TRN1,,172.26.129.112,trn1.kyenroll.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 2,TRN2,,172.26.129.113,trn2.kyenroll.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 3,TRN3,,172.26.129.122,trn3.kyenroll.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 4,TRN4,,172.26.129.123,trn4.kyenroll.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,WCM Training 3,TRN3,,172.26.128.166,trn3.kywaiver.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,WCM Training 4,TRN4,,172.26.128.167,trn4.kywaiver.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 2,TRN2,,172.26.126.121,trn2.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 2,TRN2,,172.26.126.122,trn2.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 2,TRN2,,172.26.126.123,trn2.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 2,TRN2,,172.26.126.200,trn2.kyissuer.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 2,TRN2,,172.26.126.201,trn2.kywaiver.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 1,TRN1,,172.26.126.228,trn1.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 1,TRN1,,172.26.126.229,trn1.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 1,TRN1,,172.26.126.230,trn1.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 1,TRN1,,172.26.126.231,trn1.kywaiver.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 1,TRN1,,172.26.126.237,trn1.kyissuer.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 3,TRN3,,172.26.126.247,trn3.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 3,TRN3,,172.26.126.248,trn3.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 3,TRN3,,172.26.126.249,trn3.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 3,TRN3,,172.26.126.250,trn3.kyissuer.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 4,TRN4,,172.26.126.251,trn4.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 4,TRN4,,172.26.126.252,trn4.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 4,TRN4,,172.26.126.253,trn4.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 4,TRN4,,172.26.126.254,trn4.kyissuer.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 5,TRN5,,172.26.127.107,trn5.kyenroll.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 5,TRN5,,172.26.127.108,trn5.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 5,TRN5,,172.26.127.109,trn5.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 5,TRN5,,172.26.127.110,trn5.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 5,TRN5,,172.26.127.111,trn5.kywaiver.ky.gov,,,,,Yes
Training,TRN-WEB-2,HFSNE121-037041,Training 5,TRN5,,172.26.127.112,trn5.kyissuer.ky.gov,,,,,
Training,TRN-WEB-2,HFSNE121-037041,Training 1,TRN1,,172.26.127.166,trn1.kyagent.ky.gov,,,,,
Training,TRN-WEB-2,HFSNE121-037041,Training 2,TRN2,,172.26.127.167,trn2.kyagent.ky.gov,,,,,
Training,TRN-WEB-2,HFSNE121-037041,Training 3,TRN3,,172.26.127.168,trn3.kyagent.ky.gov,,,,,
Training,TRN-WEB-2,HFSNE121-037041,Training 4,TRN4,,172.26.127.169,trn4.kyagent.ky.gov,,,,,
Training,TRN-WEB-2,HFSNE121-037041,Training 5,TRN5,,172.26.127.170,trn5.kyagent.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 1,TRN1,,172.26.128.181,trn1.kyenroll.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 2,TRN2,,172.26.128.182,trn2.kyenroll.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 3,TRN3,,172.26.128.183,trn3.kyenroll.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 4,TRN4,,172.26.128.184,trn4.kyenroll.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,WCM Training 3,TRN3,,172.26.128.187,trn3.kywaiver.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,WCM Training 4,TRN4,,172.26.128.188,trn4.kywaiver.chfsinet.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 2,TRN2,,172.26.126.124,trn2.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 2,TRN2,,172.26.126.125,trn2.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 2,TRN2,,172.26.126.126,trn2.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 2,TRN2,,172.26.126.202,trn2.kyissuer.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 2,TRN2,,172.26.126.203,trn2.kywaiver.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 1,TRN1,,172.26.126.232,trn1.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 1,TRN1,,172.26.126.233,trn1.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 1,TRN1,,172.26.126.234,trn1.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 1,TRN1,,172.26.126.235,trn1.kywaiver.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 1,TRN1,,172.26.126.238,trn1.kyissuer.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 3,TRN3,,172.26.127.11,trn3.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 3,TRN3,,172.26.127.12,trn3.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 3,TRN3,,172.26.127.13,trn3.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 3,TRN3,,172.26.127.14,trn3.kyissuer.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 4,TRN4,,172.26.127.15,trn4.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 4,TRN4,,172.26.127.16,trn4.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 4,TRN4,,172.26.127.17,trn4.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 4,TRN4,,172.26.127.18,trn4.kyissuer.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 5,TRN5,,172.26.127.113,trn5.kyenroll.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 5,TRN5,,172.26.127.114,trn5.kyshop.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 5,TRN5,,172.26.127.115,trn5.kyshopping.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 5,TRN5,,172.26.127.116,trn5.kyplans.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 5,TRN5,,172.26.127.117,trn5.kywaiver.ky.gov,,,,,Yes
Training,TRN-WEB-3,HFSNE121-037218,Training 5,TRN5,,172.26.127.118,trn5.kyissuer.ky.gov,,,,,
Training,TRN-WEB-3,HFSNE121-037218,Training 1,TRN1,,172.26.127.171,trn1.kyagent.ky.gov,,,,,
Training,TRN-WEB-3,HFSNE121-037218,Training 2,TRN2,,172.26.127.172,trn2.kyagent.ky.gov,,,,,
Training,TRN-WEB-3,HFSNE121-037218,Training 3,TRN3,,172.26.127.173,trn3.kyagent.ky.gov,,,,,
Training,TRN-WEB-3,HFSNE121-037218,Training 4,TRN4,,172.26.127.174,trn4.kyagent.ky.gov,,,,,
Training,TRN-WEB-3,HFSNE121-037218,Training 5,TRN5,,172.26.127.175,trn5.kyagent.ky.gov,,,,,No
Training,TRN-APP-1,HFSNE121-037042,Training 1,TRN1,,172.26.129.125,trn1.kyserve.chfsinet.ky.gov,172.26.129.187 ,,,,No
Training,TRN-APP-1,HFSNE121-037042,Training 2,TRN2,,172.26.129.126,trn2.kyserve.chfsinet.ky.gov,172.26.129.188,,,,No
Training,TRN-APP-1,HFSNE121-037042,Training 3,TRN3,,172.26.129.127,trn3.kyserve.chfsinet.ky.gov,172.26.129.189 205.204.197.141,,,,No
Training,TRN-APP-1,HFSNE121-037042,Training 4,TRN4,,172.26.129.128,trn4.kyserve.chfsinet.ky.gov,172.26.129.190,,,,No
Training,TRN-APP-1,HFSNE121-037042,Training 5,TRN5,,172.26.129.124,trn5.kyserve.chfsinet.ky.gov,172.26.127.119,,,,No
Training,TRN-APP-2,HFSNE121-037043,Training 1,TRN1,,172.26.129.130,trn1.kyserve.chfsinet.ky.gov,,,,,No
Training,TRN-APP-2,HFSNE121-037043,Training 2,TRN2,,172.26.129.131,trn2.kyserve.chfsinet.ky.gov,,,,,No
Training,TRN-APP-2,HFSNE121-037043,Training 3,TRN3,,172.26.129.132,trn3.kyserve.chfsinet.ky.gov,,,,,No
Training,TRN-APP-2,HFSNE121-037043,Training 4,TRN4,,172.26.129.133,trn4.kyserve.chfsinet.ky.gov,,,,,No
Training,TRN-APP-2,HFSNE121-037043,Training 5,TRN5,,172.26.129.129,trn5.kyserve.chfsinet.ky.gov,,,,,No
Training,TRN-APP-3,HFSNE121-037219,Training 1,TRN1,,172.26.128.189,trn1.kyserve.chfsinet.ky.gov,,,,,No
Training,TRN-APP-3,HFSNE121-037219,Training 2,TRN2,,172.26.128.190,trn2.kyserve.chfsinet.ky.gov,,,,,No
Training,TRN-APP-3,HFSNE121-037219,Training 3,TRN3,,172.26.128.191,trn3.kyserve.chfsinet.ky.gov,,,,,No
